Datetime,BC1,BC2,BC3,BC4,BC5,BC6,BC7
2018-02-19 02:44:00,2056.74274092,1274.3467048,651.421692199,810.349011964,949.327544418,339.45754496,492.49017478
2018-02-19 02:46:00,842.776540821,704.060347158,2083.03719556,2145.04210082,2029.5442733,2264.21953324,2306.70419382
2018-02-19 02:48:00,1845.84662331,2593.61680793,1878.13482503,1819.20839566,1828.27662471,1315.97754097,748.572388473
2018-02-19 02:50:00,1331.43565155,1493.93102099,1452.89869674,1361.96682944,1573.92621432,1969.38173216,2311.51764595
2018-02-19 02:52:00,1408.32596057,1552.94036927,1609.54726137,2007.61631949,1542.28328433,987.143693981,1036.83476609
2018-02-19 02:54:00,1024.16972514,1213.11337827,1277.27974592,1197.51272816,1652.43455155,2106.2781117,2269.22104769
2018-02-19 02:56:00,2180.63976712,2296.36183219,2372.88740933,2303.32725287,2339.43663908,1920.17904657,1360.9192252
2018-02-19 02:58:00,1590.50515789,1513.28513173,1152.82815283,1485.11886907,1642.36051215,1353.39936215,1750.98004886
2018-02-19 03:00:00,1241.44641532,1455.30333271,1653.03047803,1712.49084684,1587.46616494,1617.78757599,1542.4190572
2018-02-19 03:02:00,1446.90798922,1588.58046505,1506.20455087,1467.0586849,1254.84799285,1339.01045196,991.055210224
2018-02-19 03:04:00,1366.83393322,1340.52497699,983.427134531,771.263127645,881.930970848,645.92664405,1010.13644657
2018-02-19 03:06:00,791.578821708,1057.08224543,1790.67760264,2035.53495136,2466.43281049,2159.95135681,2122.68656976
2018-02-19 03:08:00,1650.94074579,1519.80676494,1360.12756724,1381.68883795,896.839013638,1332.93519723,1244.81570743
2018-02-19 03:10:00,1179.44623956,1328.79996734,1151.28850158,1726.81889244,2278.18321241,1460.2052066,1494.64712459
2018-02-19 03:12:00,1618.05326936,1515.66702928,1707.7361247,1579.33517389,1443.42342138,1580.63877572,1439.44249095
2018-02-19 03:14:00,1248.8943404,1427.55027629,1249.71402201,1342.26274219,1682.05892205,1323.43193229,1500.1656234
2018-02-19 03:16:00,1189.04714466,1533.72717151,1684.50942995,1974.03348938,1545.4571109,1917.5687441,2040.39570403
2018-02-19 03:18:00,2248.04545747,2190.92398296,2162.31679283,2326.61344083,2485.28660811,1916.97356245,1907.30542116
2018-02-19 03:20:00,1833.67182724,1609.57915459,1861.02844499,1530.71892878,1903.33650107,1651.62270595,1466.08815385
2018-02-19 03:22:00,1560.06862477,1738.24609918,1511.73489593,1668.16864167,1473.6671546,1657.81711386,1695.1525975
2018-02-19 03:24:00,1505.83657258,1682.78968213,1563.77706561,1585.57857538,1729.69461236,1391.05728727,1510.75968845
2018-02-19 03:26:00,1426.80856961,1394.53414631,1505.11058661,1601.51170538,1395.61476329,1125.29717939,1073.73387769
2018-02-19 03:28:00,879.100370099,1040.61061893,1047.01091077,1066.64546817,712.191513146,1162.50946239,750.292916883
2018-02-19 03:30:00,1060.73752265,1157.29025082,1268.89984465,1330.82352597,1296.34368069,1629.07394204,2040.63296573
2018-02-19 03:32:00,1743.11243082,1776.59149717,1623.77763097,1914.42908905,2720.24738282,1718.6108695,1528.8125379
2018-02-19 03:34:00,1427.5069028,1518.11836674,1458.02916913,1226.64172824,1287.1389823,995.437358075,245.522193053
2018-02-19 03:36:00,949.178837708,579.84675061,1147.65409513,1329.57933183,1027.61756387,1074.32385995,1662.213112
2018-02-19 03:38:00,1369.28127368,1725.87523588,856.39929766,112.831016255,1060.35452976,1260.9517797,1830.09945428
2018-02-19 03:40:00,1351.90658463,1505.12535642,2006.51337702,2949.63423905,2182.86752317,2152.07103958,1745.18383512
2018-02-19 03:42:00,1513.63522837,1622.36037978,1439.24595967,1685.22054212,1705.09854661,1471.33522936,1467.76111046
2018-02-19 03:52:00,1280.5149964,1258.27208222,1255.25187253,1368.27486724,1372.20333002,1202.96882601,1354.93495422
2018-02-19 03:54:00,1434.22682386,1327.59089398,1109.42041194,1237.47511153,1254.35619803,1052.9482817,996.916510449
2018-02-19 03:56:00,1113.3442523,1296.86728402,1278.74767243,1099.60086546,1350.58202072,1205.90915195,1274.83474532
2018-02-19 03:58:00,1311.12349116,1105.94893541,995.7400342,1184.85448645,994.535674629,1034.89864341,1101.81367198
2018-02-19 04:00:00,1188.37062954,1380.51406898,1506.48456765,1487.39945064,1531.08047701,1245.84419032,1195.74674443
2018-02-19 04:02:00,1386.37419644,1412.8938696,1296.54920988,1437.65855815,1406.2083105,1395.78252755,1358.64554131
2018-02-19 04:04:00,1390.99296557,1423.25620867,1417.01572794,1295.74216811,1383.39644555,1284.76381014,1304.59837232
2018-02-19 04:06:00,1501.01585034,1530.82850498,1355.22024427,1500.34852282,1268.45378762,1326.71770453,1271.55085929
2018-02-19 04:08:00,1601.11844823,1459.04717837,1499.80215029,1517.70235685,1528.99556314,1385.66464324,1338.4650666
2018-02-19 04:10:00,1451.19345082,1330.07602525,1331.76660756,1379.73099501,1321.9117764,1346.63552125,1228.45591432
2018-02-19 04:12:00,1540.30852311,1443.69337683,1479.42112197,1395.04614183,1366.17611531,1317.60563992,1221.40621818
2018-02-19 04:14:00,1453.55257872,1424.9917538,1403.55899567,1392.32246066,1319.28891775,1189.61310182,1007.47364283
2018-02-19 04:16:00,1544.76199353,1478.51194406,1444.99400983,1240.18206372,1346.53049677,1248.56004806,1277.27471316
2018-02-19 04:18:00,1488.13515648,1359.46660254,1281.80541795,1497.17323339,1278.58010775,1321.49609315,1133.30986188
2018-02-19 04:20:00,1335.74972672,1345.72925361,1396.45527702,1265.76213672,1289.78152352,1185.51755619,1102.28578081
2018-02-19 04:22:00,1442.09187178,1281.78461279,1225.1482133,1416.50458827,1310.01110846,1296.43566699,1261.12560871
2018-02-19 04:24:00,1380.2539619,1332.2775274,1303.68584044,1220.09870065,1354.31117809,1320.38701221,1209.10871548
2018-02-19 04:26:00,1482.69093634,1510.37180784,1486.69398775,1513.4189043,1332.44973922,1320.34879999,1330.95561921
2018-02-19 04:28:00,1513.64358231,1418.32515718,1402.68438979,1353.11111794,1345.67935448,1318.31202897,1224.98510876
2018-02-19 04:30:00,1526.46737078,1559.36892188,1528.56635226,1549.20269611,1618.70777971,1516.15847378,1387.78053485
2018-02-19 04:32:00,1594.85328833,1438.14578418,1412.38126927,1446.09569531,1374.19910437,1276.2562088,876.202911578
2018-02-19 04:34:00,1684.5569799,1473.68985065,1538.32413946,1301.73235487,1020.22904289,1065.3543732,1483.57110504
2018-02-19 04:36:00,1447.86141782,1468.01872842,1319.55337528,1464.75779273,1786.99272181,1682.91918845,1491.48536622
2018-02-19 04:38:00,1834.86009978,1768.18550338,1840.67438703,1796.75656702,1408.93699078,1480.00217325,1384.52516496
2018-02-19 04:40:00,1366.35874613,1144.81630973,1043.65736283,1254.34225244,1417.18230623,1359.04353728,1182.69022176
2018-02-19 04:42:00,1728.27391938,1678.43862916,1547.74122235,1562.2286802,1598.09853529,1434.9481164,1364.42695677
2018-02-19 04:44:00,1636.98098946,1719.16701461,1984.80151001,1846.1962166,1762.04017723,1729.66995746,1715.9208062
2018-02-19 04:46:00,1972.25345248,1849.59002905,1825.37631681,1847.69641659,1742.28719922,1706.62432733,1471.14031957
2018-02-19 04:48:00,1812.20289069,1922.71252406,1819.86518681,1768.69537505,1623.07042008,1668.59404585,1622.85394265
2018-02-19 04:50:00,1724.92836741,1617.97534027,1772.04192455,1761.09161274,1789.13226547,1644.55572635,1378.10978405
2018-02-19 04:52:00,1700.45423069,1708.1284951,1683.88285849,1566.21720588,1645.76803659,1488.64501718,1547.79177713
2018-02-19 04:54:00,1739.93761212,1640.05719343,1554.34657194,1806.25325133,1607.8644652,1483.60123836,1429.88732589
2018-02-19 04:56:00,1654.48331041,1654.62885362,1659.5455896,1596.19405101,1497.56300227,1648.38715336,1462.76206249
2018-02-19 04:58:00,1519.08745375,1568.32807847,1533.96277979,1566.3371256,1632.52760057,1493.4904625,1362.84856884
2018-02-19 05:00:00,1613.36571573,1528.38228881,1431.48330967,1452.82074489,1505.10442974,1395.54690008,1187.07523432
2018-02-19 05:02:00,1512.39825664,1576.21278334,1582.07928941,1243.48255902,1156.36787257,1369.53304628,1409.64344502
2018-02-19 05:04:00,1467.27605339,1439.32000862,1559.26678468,1793.13013714,1868.65749329,1529.31202549,1342.69213361
2018-02-19 05:06:00,1467.93305593,1476.02456239,1412.32793495,1555.60575132,1566.19316889,1429.37743488,1292.71783456
2018-02-19 05:08:00,1454.31616166,1395.58241924,1427.7774136,1364.32167478,1228.36967574,1138.67956656,1274.69165997
2018-02-19 05:10:00,1493.68708237,1541.39177745,1354.40164126,1455.3765504,1453.94394861,1609.07819496,1334.52044689
2018-02-19 05:12:00,1592.26348266,1528.65141076,1631.35131306,1615.10591253,1473.29330812,1405.27873231,1465.20076462
2018-02-19 05:14:00,1461.41439904,1439.08220473,1432.8037717,1401.52472743,1404.06674106,1340.31902666,1268.51878754
2018-02-19 05:16:00,1513.09513513,1406.06361978,1492.72474775,1505.77978037,1426.4260917,1360.25375588,1197.60618731
2018-02-19 05:18:00,1435.15506094,1513.59624954,1384.95907834,1456.63294285,1559.56330114,1457.08322972,1212.52377199
2018-02-19 05:20:00,1502.18664016,1383.48635102,1535.84700145,1460.97927426,1226.46606401,1275.28693304,1331.21791814
2018-02-19 05:22:00,1444.60684299,1593.2564867,1408.84239451,1438.05487177,1614.42107663,1274.25328642,1208.42211709
2018-02-19 05:24:00,1467.73731446,1382.1571267,1385.90143302,1439.36664385,1289.29796069,1218.29722735,1233.31418056
2018-02-19 05:26:00,1502.14675335,1528.25034812,1550.03825103,1611.45335965,1660.26531431,1737.50591825,1574.48179941
2018-02-19 05:28:00,1494.63995168,1391.94582036,1519.05622834,1586.56028117,1515.43843172,1509.78261338,1382.84111773
2018-02-19 05:30:00,1514.76534338,1618.13122938,1485.01289653,1497.95414242,1545.92148646,1381.92904296,1434.64897053
2018-02-19 05:32:00,1516.48809283,1534.48459709,1555.1956146,1430.53071816,1498.79830218,1413.83721261,1276.95844976
2018-02-19 05:34:00,1988.69462449,1725.39864652,1560.63507291,1547.13590098,1432.49161184,1375.85373158,1343.73458187
2018-02-19 05:36:00,1833.96538241,1489.70442186,1594.43054622,1643.58859163,1505.315252,1417.74467234,1364.61727384
2018-02-19 05:38:00,1744.66606736,1640.1390781,1585.71186192,1573.14280168,1611.45765516,1518.53430261,1378.51410201
2018-02-19 05:40:00,1551.53373383,1552.34990607,1408.81742867,1421.68267538,1313.1475965,1160.08686726,1101.17233116
2018-02-19 05:42:00,1413.60096603,1534.49157559,1393.92852333,1423.99874209,1478.78546838,1418.61677215,1348.47150729
2018-02-19 05:44:00,1628.93711928,1420.21952824,1584.76375161,1535.66154703,1593.03689602,1424.5628509,1331.45321287
2018-02-19 05:46:00,1406.65341459,1392.13805878,1277.99583744,1412.44676274,1279.44586865,1330.68483256,1311.44462544
2018-02-19 05:48:00,1471.01067319,1391.44955514,1517.53797471,1544.41864297,1460.29071604,1433.46094078,1235.59525589
2018-02-19 05:50:00,1400.66445695,1360.29573568,1393.1532759,1367.45783419,1436.28915208,1331.60270351,1257.47762997
2018-02-19 05:52:00,1399.19484151,1456.07522414,1349.83844934,1424.47604417,1464.77870965,1355.51906365,1311.26506815
2018-02-19 05:54:00,1432.73339325,1440.17709785,1486.08285836,1468.35204887,1477.12754597,1434.32970648,1446.80294816
2018-02-19 05:56:00,1530.17476777,1555.34563233,1492.51266625,1523.40399671,1407.67096396,1297.54746428,1122.69797435
2018-02-19 05:58:00,1423.68232629,1360.59742252,1318.26647195,1395.9701576,1295.75812217,1088.91611481,1062.83355653
2018-02-19 06:00:00,1377.88757985,1383.27087245,1351.02392729,1255.28198127,1297.95690515,1418.24211812,1310.03522213
2018-02-19 06:02:00,1323.79043837,1365.28900575,1508.71249981,1603.43965124,1612.37051844,1534.96313988,1562.18407664
2018-02-19 06:04:00,1514.17213148,1566.98288894,1397.33445543,1419.14521041,1318.57027797,1227.53868682,1005.86240389
2018-02-19 06:06:00,1467.35492376,1293.72237475,1455.54341341,1376.80751473,1475.40991928,1396.1583517,1371.65438936
2018-02-19 06:08:00,1376.07706412,1515.82625909,1451.80664425,1571.96363162,1544.38153911,1388.13226851,1384.54443292
2018-02-19 06:10:00,1466.52769799,1456.15862205,1395.21726265,1384.49696957,1382.86893192,1457.94173017,1330.65356582
2018-02-19 06:12:00,1428.92006948,1455.49398698,1482.95144927,1414.22026205,1620.70392859,1353.12107326,1310.65695812
2018-02-19 06:14:00,1461.570235,1348.91873831,1456.84793513,1447.00184503,1402.52236694,1479.80451919,1342.48732865
2018-02-19 06:16:00,1730.17493621,1623.21476032,1595.50845754,1722.61491713,1438.13597891,1347.05123507,1347.40495493
2018-02-19 06:18:00,1660.65601467,1652.17780365,1641.68369741,1696.61321404,1594.15065756,1630.3732965,1481.86760958
2018-02-19 06:20:00,1689.43779528,1746.39757778,1538.30108819,1516.10696814,1617.69380842,1472.67639331,1309.40304436
2018-02-19 06:22:00,1694.41714089,1413.54492587,1492.86084547,1436.12216114,1347.76225289,1337.94118689,1339.2335733
2018-02-19 06:24:00,1637.20127025,1636.15815332,1583.81757294,1630.62695084,1664.75980003,1469.59349198,1409.91083049
2018-02-19 06:26:00,1493.82555353,1501.97041685,1486.44221499,1524.21583691,1532.43439491,1587.26547026,1466.62809657
2018-02-19 06:28:00,1782.94838262,1664.55643278,1628.37076131,1599.82400628,1557.996247,1403.65412695,1462.56595985
2018-02-19 06:30:00,1657.21377689,1595.61976054,1515.6871289,1648.01298726,1519.76987417,1401.61612414,1209.45373259
2018-02-19 06:32:00,1556.22100517,1430.67990108,1395.7880272,1410.24704524,1537.22958072,1258.92592864,1252.23705521
2018-02-19 06:34:00,1701.36962345,1660.73591289,1693.72483389,1615.13215298,1553.68715859,1677.84204363,1683.49449932
2018-02-19 06:36:00,1707.41426955,1663.23332998,1595.26536102,1541.17542236,1403.99470655,1287.77243039,965.236327996
2018-02-19 06:38:00,1559.5271683,1397.07389232,1390.68061995,1480.41246539,1421.43122097,1289.73041761,1395.4874158
2018-02-19 06:40:00,1586.25613203,1584.37754578,1597.02625703,1775.11253672,1720.62119197,1579.93968343,1370.51826281
2018-02-19 06:42:00,1783.7768055,1586.83747872,1674.9649285,1528.9884141,1561.78738546,1444.24248375,1415.26622922
2018-02-19 06:44:00,1901.37626699,1742.64389702,1641.71187016,1594.53688375,1550.88979484,1511.01931875,1327.55874374
2018-02-19 06:46:00,1788.79474555,1726.77412525,1662.53943372,1687.65500282,1648.48348748,1556.84624313,1489.814388
2018-02-19 06:48:00,1973.2808177,1776.36695889,1805.92310832,1778.80229039,1746.13185909,1707.38098752,1570.391152
2018-02-19 06:50:00,1784.48019766,1724.69587788,1583.75339702,1570.17856322,1462.43139738,1486.92917851,1320.38079673
2018-02-19 06:52:00,1748.85771928,1561.42166746,1593.33225326,1578.68657064,1634.10627323,1322.34171452,1334.25714308
2018-02-19 06:54:00,1977.47227052,1762.48388783,1789.92878825,1748.41300534,1691.21079565,1613.4790775,1525.35012062
2018-02-19 06:56:00,1999.5105885,1736.36891,1641.18095816,1717.20927286,1602.20395706,1562.56775153,1535.22199937
2018-02-19 06:58:00,1964.06883101,1877.21051604,1716.23598958,1770.71208165,1801.42701358,1743.98603565,1584.91136164
2018-02-19 07:00:00,2040.52568465,1794.78512632,1892.59924849,1761.9656384,1823.08851089,1748.90510887,1699.29551065
2018-02-19 07:02:00,2041.73360217,1969.57486243,1914.6359811,1772.62010882,1717.83335356,1671.07006603,1451.34237487
2018-02-19 07:04:00,2040.82936577,1850.23451514,1831.27789605,1922.21696379,1853.22051089,1721.8560434,1730.95258418
2018-02-19 07:06:00,2115.40718808,1896.94830489,1842.02558422,1899.23366392,1811.93102182,1831.45533751,1719.89749449
2018-02-19 07:08:00,2131.37172334,1908.81936875,1901.92811217,1833.29769979,1883.39540122,1736.67646588,1632.21477495
2018-02-19 07:10:00,2107.47270541,2019.22978694,1848.19357151,1902.27153598,1814.66013974,1587.08017834,1511.70734191
2018-02-19 07:12:00,2004.7675863,1791.97283174,1915.30828944,1837.32625406,1754.02092965,1982.76760965,1586.25629757
2018-02-19 07:14:00,1969.14020083,1790.44380649,1629.9532614,1617.87122762,1480.88283416,1266.98217772,1234.91624292
2018-02-19 07:16:00,1868.26302862,1659.48122729,1819.9859124,1789.10493164,1873.57630937,1740.4148681,1770.16683597
2018-02-19 07:18:00,1786.15766022,1941.46441683,1876.88128485,1964.56661188,1932.92700163,1942.68329031,1813.82973828
2018-02-19 07:20:00,2112.27082411,1921.51697325,1879.46517946,1862.73052779,1730.89630049,1775.159087,1581.91275344
2018-02-19 07:22:00,1818.67710909,1815.18883951,1799.98288767,1898.03561685,1861.43312718,1709.31145982,1600.72342676
2018-02-19 07:24:00,1959.75721924,1817.78663415,1869.2379283,1712.12874756,1802.78106413,1700.27756973,1651.3619205
2018-02-19 07:26:00,1992.47830243,1929.43412875,1960.10321364,2155.14975724,1976.14400322,1980.24879619,1862.13293451
2018-02-19 07:28:00,2156.05373196,2108.08117449,2079.79989412,1930.32157641,2046.79065032,2008.06622988,1847.09016751
2018-02-19 07:30:00,2102.49308454,2012.03236967,2004.45192517,2159.4639454,2240.70345416,2135.52503826,2104.54662609
2018-02-19 07:32:00,2480.84182374,2404.05371304,2376.00487203,2364.20069468,2305.39148155,2373.56865208,2209.7974694
2018-02-19 07:34:00,2293.35132033,2195.82608179,2357.32385679,2344.45832326,2263.15498847,2197.09018587,2031.63228277
2018-02-19 07:36:00,2360.40847951,2365.63547103,2345.82177251,2296.99091254,2200.50864234,2130.23196336,2104.06695681
2018-02-19 07:38:00,2361.98380411,2286.1163576,2209.84347344,2238.18924785,2338.61244972,2201.86381754,2033.31792204
2018-02-19 07:40:00,2209.9700187,2240.53887053,2202.34435499,2268.66256557,2027.22174549,2000.52035936,1887.03010372
2018-02-19 07:42:00,2110.66918332,2090.70765618,1995.15940909,2035.19024494,2120.43750647,2165.79983159,1986.31039497
2018-02-19 07:44:00,2129.9468721,2113.08941555,2139.906922,2122.07143034,1873.08043242,1783.17867355,1754.56250996
2018-02-19 07:46:00,1963.58998262,1868.0825821,1981.98111838,2080.55931282,2210.06556693,2227.3712578,2059.59452443
2018-02-19 07:48:00,2210.9318635,2363.35055565,2472.99064088,2531.46535335,2465.66346784,2432.44753293,2377.47576125
2018-02-19 07:50:00,2517.18526989,2462.41295083,2448.14488763,2449.0472439,2477.52281852,2473.15247956,2273.9205325
2018-02-19 07:52:00,2316.98131033,2375.5326777,2418.12331486,2395.36082482,2306.65441741,2349.52271142,2332.35967787
2018-02-19 07:54:00,2449.33057282,2533.62795556,2577.86122863,2752.27617049,2885.20484553,2785.59280117,2682.89704039
2018-02-19 07:56:00,3016.35600391,2937.12935775,2964.83251121,2955.15478146,2876.87339131,2867.0779347,2807.81250883
2018-02-19 07:58:00,3089.22154966,3328.79512503,3440.10982819,3763.06391182,3900.72212486,4061.74856009,3970.70912857
2018-02-19 08:00:00,4133.29685534,4050.58514118,4236.52366395,4413.54282758,4268.37283233,4165.92374177,3846.98765359
2018-02-19 08:02:00,3641.20532758,3773.28600446,3617.76583914,3468.19225708,3561.34981094,3582.17574406,3760.06511007
2018-02-19 08:04:00,4669.55741448,4697.84884781,4856.13894895,5231.83331771,5297.3679976,5233.28057861,4741.47779487
2018-02-19 08:06:00,4121.78967921,4025.45821337,3857.3540614,3740.87168822,3499.08465597,3338.62329439,3199.01092061
2018-02-19 08:08:00,3124.25953001,3187.75867138,3068.25614251,3035.0583321,3065.10116049,3015.90784059,2815.47763684
2018-02-19 08:10:00,3125.88443903,3010.66875043,3089.35657303,3346.41306268,3293.49972387,3316.26131177,3170.52073625
2018-02-19 08:12:00,3274.56797617,3256.41545743,3254.57208127,3248.69010969,3164.47621723,2990.60850305,2772.18992861
2018-02-19 08:14:00,3141.03350558,3086.47384585,3017.60367085,2873.57797375,2706.28001915,2653.07940557,2598.25084581
2018-02-19 08:16:00,2875.95733229,2676.96492469,2658.9320828,2817.78218377,2646.53188675,2624.07057086,2361.84692042
2018-02-19 08:18:00,2812.56244103,2800.92153298,3000.40401738,2880.98184973,3213.38360055,3091.55828515,2966.87846831
2018-02-19 08:20:00,3037.63668168,2884.44351378,2775.3829684,2833.44819619,2704.54964848,2730.19867548,2576.67511092
2018-02-19 08:22:00,2958.23529691,2883.67565591,2939.61668482,2887.39240822,2886.93988117,2792.71010974,2618.09867037
2018-02-19 08:24:00,2893.75159119,2843.30718717,2797.48777761,2970.42357575,2875.48451514,2765.67918976,2570.23837238
2018-02-19 08:26:00,3148.64190975,2863.36471831,2888.06760768,2762.18575033,2674.05506911,2586.45915114,2487.67737512
2018-02-19 08:28:00,3086.48483322,2809.3569047,2778.00377571,3037.07025312,2790.84395553,2759.38661927,2586.62641028
2018-02-19 08:30:00,3232.88174657,3108.0841728,3045.53097599,2800.69116332,2962.19299768,2670.69932398,2415.82422977
2018-02-19 08:32:00,3289.80211356,2852.69725223,2873.0371824,2925.28882783,2718.49177236,2725.24456547,2784.46462247
2018-02-19 08:34:00,3318.7368968,3107.8733387,3040.90527419,3233.88845431,2888.87381702,2802.65045057,2439.16358867
2018-02-19 08:36:00,2812.13521427,2485.39652321,2340.05148441,1898.2629703,2150.43197949,1899.51629795,1905.58824954
2018-02-19 08:38:00,2364.07410994,2296.08145926,2351.2767984,2504.52530969,2140.62017068,1975.01416949,1845.97743185
2018-02-19 08:40:00,2398.13994148,2242.53319362,2125.88150907,2054.26826055,2111.26003638,1953.0518309,1825.03637522
2018-02-19 08:42:00,1915.36634547,1778.83791665,1804.34981466,1841.7138919,1892.58117126,1925.1268283,1930.97452568
2018-02-19 08:44:00,2069.52715634,2063.95486868,2113.55199384,2023.11796217,2149.16819536,2159.69862828,1963.54557503
2018-02-19 08:46:00,1932.63444332,1982.97868791,1959.80181667,2305.58468254,2367.8529818,2205.33050114,2194.31667673
2018-02-19 08:48:00,2083.70025028,2101.91467057,2158.65079794,2112.75508529,1770.28937484,1953.69277621,1799.73784897
2018-02-19 08:50:00,1992.36893798,2062.8040825,2107.13842547,2090.46538641,2211.30485818,2031.15283146,2018.61104613
2018-02-19 08:52:00,2292.83918976,2241.59938899,2310.39117147,2415.91016651,2299.34895343,2263.68336563,2022.42688257
2018-02-19 08:54:00,2312.75118465,2252.86192631,2272.51639468,2260.46481921,2429.69134447,2363.97087317,2396.77934942
2018-02-19 08:56:00,2448.27927674,2488.55124311,2516.7832906,2579.98214603,2529.22138437,2508.97036165,2337.13044141
2018-02-19 08:58:00,2493.50938557,2445.45920691,2421.52715192,2436.00848495,2473.18371686,2386.57762827,2213.1117334
2018-02-19 09:00:00,2401.27636938,2342.50334186,2335.5827638,2469.13694148,2397.51479714,2226.435383,2290.19127828
2018-02-19 09:02:00,2379.86739809,2459.89197259,2441.0024405,2799.5584642,2454.82065569,2467.8299404,2269.2011837
2018-02-19 09:04:00,2443.6878743,2419.88748081,2933.82593396,2837.1559703,3034.1619082,2929.79711978,2877.05529043
2018-02-19 09:06:00,3220.91840458,2890.46262912,2378.01674613,2242.23742187,2202.37299104,2128.67514049,1985.56955626
2018-02-19 09:08:00,2190.08662766,2240.04675289,2248.9660155,2204.28742297,2231.7616898,2149.44283074,2012.16158241
2018-02-19 09:10:00,2208.86516844,2012.67564048,2053.78835327,2288.48425222,2198.20046756,2026.130332,2065.4797245
2018-02-19 09:12:00,1881.42186059,2112.16537827,2084.7948571,2047.88467342,2021.10867767,2113.47683864,1824.74923814
2018-02-19 09:14:00,2002.94666503,2003.45253025,2016.24904186,2094.4288452,2033.9178998,1863.99521778,1946.39173299
2018-02-19 09:16:00,2518.4944525,2603.96561742,2693.22928734,2891.54710338,3127.23806765,3243.87562011,3197.41286461
2018-02-19 09:18:00,2932.98075876,2813.49692017,2821.23080329,2804.81496159,2680.76969607,2467.79616856,2239.98777135
2018-02-19 09:20:00,2482.51228778,2532.39873375,2400.45070512,2383.23241364,2524.38762567,2488.52331435,2345.70123304
2018-02-19 09:22:00,2616.05351843,2367.9486414,2435.93419334,2442.59471923,2369.95937646,2272.83688161,2120.86398627
2018-02-19 09:24:00,2084.31310702,2117.95012846,2007.27020576,2108.44981879,2181.30065977,1904.21529587,1887.17154063
2018-02-19 09:26:00,1898.36392649,1911.98676407,1995.24799548,2079.73246799,1839.45912039,2016.37237996,1938.49397803
2018-02-19 09:28:00,2223.01517395,2318.61699777,2266.93181177,2314.90873633,2349.77485441,2237.76469915,2069.94557112
2018-02-19 09:30:00,2308.04732748,2173.8445245,2273.98690733,2353.34692835,2312.05028127,2173.10007639,2260.72322166
2018-02-19 09:32:00,2623.65606826,2511.27945495,2485.04202517,2629.71717981,2641.71538783,2571.22422975,2480.14129252
2018-02-19 09:34:00,2784.33096345,2708.66212518,2738.40993403,2801.5365657,2922.99171929,2795.50120055,2591.68751109
2018-02-19 09:36:00,2815.05873218,2757.34324394,2664.77848225,2662.04727294,2553.10419077,2391.19413677,2370.89147384
2018-02-19 09:38:00,2578.42467173,2511.20160858,2607.90201976,2795.20267841,2736.07726385,2752.48582839,2772.18818129
2018-02-19 09:40:00,2958.35047481,2871.67298144,2930.13560629,2898.07055605,2874.65126082,2819.83169714,2478.22837941
2018-02-19 09:42:00,2453.78458016,2418.10471597,2396.11649754,2457.14584111,2442.2493691,2283.55008515,2244.65728429
2018-02-19 09:44:00,2372.302548,2433.81771311,2440.16204132,2606.0505761,2618.0538459,2494.88886637,2412.54593402
2018-02-19 09:46:00,2692.84214866,2717.36964274,2783.7079006,2809.75706361,2771.19117022,2687.33084072,2615.97687483
2018-02-19 09:48:00,2252.35497426,2115.96000027,2256.36874327,2422.95298002,2508.49341952,2374.49495091,2318.19583177
2018-02-19 09:50:00,2456.65127686,2598.62136653,2337.29211506,2499.43993324,2380.47792787,2403.1550623,2389.16399929
2018-02-19 09:52:00,2305.02777024,2239.35338053,2424.62739744,2414.03064233,2468.22085329,2380.19958899,2099.37753708
2018-02-19 09:54:00,2226.42932009,2415.03037743,2481.42986399,2599.97705964,2625.57696419,2461.45713896,2349.24304791
2018-02-19 09:56:00,2551.06431141,2297.14752497,2332.33138206,2383.01283916,2280.51752961,2252.91580909,2217.61659342
2018-02-19 09:58:00,2109.05839917,2328.7106232,2241.18941655,2310.06769631,2445.11870109,2282.5756758,2267.83090601
2018-02-19 10:00:00,2218.0836643,2297.69402856,2264.09420331,2384.48339449,2302.36305625,2266.5853976,2227.13714602
2018-02-19 10:02:00,2256.07406979,2257.10485898,2295.49075901,2449.50244903,2195.88371413,2345.85362214,2074.81456226
2018-02-19 10:04:00,1960.03332144,1982.86830427,1897.57648728,2109.94911964,2288.86034153,1921.05675378,2142.81813293
2018-02-19 10:06:00,2162.66783662,2216.07333709,2288.40411389,2241.22707925,2145.93862093,2260.30510169,2243.40520099
2018-02-19 10:08:00,2067.98004284,2234.884937,2311.37662152,2311.47891037,2317.94416209,2320.71286552,2206.67605012
2018-02-19 10:10:00,2447.2307666,2368.52298897,2295.2108643,2497.82289668,2573.27586636,2419.80021417,2220.32256271
2018-02-19 10:12:00,2960.06816995,2500.1706693,2608.34610636,2532.40643362,2516.72230103,2466.29689398,2384.07275321
2018-02-19 10:14:00,2661.72006803,2620.26403775,2430.28565395,2538.53183849,2469.49147765,2228.08940823,2102.44475255
2018-02-19 10:16:00,2133.663715,1976.43026587,1989.27339271,1979.85791017,1927.91139329,1924.44716368,1934.42621021
2018-02-19 10:18:00,2122.51992312,2232.49142207,2325.83336112,2487.25575663,2590.29648655,2484.78098042,2467.42849405
2018-02-19 10:20:00,2772.71018813,2728.41849634,2554.57156713,2673.99537102,2660.72630301,2739.54182914,2643.9128156
